epoch,step,global_step,split,pair_id,neg_source,pos_sequence_id,neg_sequence_id,pos_target,neg_target,target_gap,policy_full_margin,ref_full_margin,policy_critical_margin,ref_critical_margin,policy_full_correct,ref_full_correct,policy_critical_correct,ref_critical_correct
1,5,4,train,random_pos_2__vs__random_real_neg_2,random_real_negative,random_pos_2,random_real_neg_2,0.5159895237916644,0.0,0.5159895237916644,-0.016793489456176758,0.0021134614944458008,-0.47791266441345215,0.07455086708068848,0.0,1.0,0.0,1.0
1,5,4,train,3305__vs__2280,on_the_fly,3305,2280,-0.9925543631076827,-2.3661004455494954,1.3735460824418126,0.03218436241149902,0.021083950996398926,1.2075655460357666,1.2644789218902588,1.0,1.0,1.0,1.0
1,5,4,train,170__vs__7090,on_the_fly,170,7090,-0.4237817589787451,-1.6787008951822375,1.2549191362034924,0.007665753364562988,0.024257659912109375,0.8638782501220703,0.83500075340271,1.0,1.0,1.0,1.0
1,5,4,train,6180__vs__7090,on_the_fly,6180,7090,0.6451038945716954,-1.6787008951822375,2.323804789753933,0.050917983055114746,0.040970802307128906,1.220123529434204,1.3780601024627686,1.0,1.0,1.0,1.0
1,5,4,train,3120__vs__7045,on_the_fly,3120,7045,-0.6798806993892202,-2.5911474998422923,1.9112668004530722,0.026129603385925293,0.03230011463165283,2.1671175956726074,2.1859121322631836,1.0,1.0,1.0,1.0
1,5,4,train,3533__vs__7045,on_the_fly,3533,7045,-0.9678214503366624,-2.5911474998422923,1.6233260495056299,0.040502071380615234,0.024449706077575684,1.0511398315429688,0.8848648071289062,1.0,1.0,1.0,1.0
1,5,4,train,6180__vs__3305,on_the_fly,6180,3305,0.6451038945716954,-0.9925543631076827,1.6376582576793781,-0.008305788040161133,-0.0025233030319213867,0.03864026069641113,0.03343510627746582,0.0,0.0,1.0,1.0
1,5,4,train,155__vs__3533,on_the_fly,155,3533,0.3047280776498074,-0.9678214503366624,1.2725495279864698,0.03642702102661133,0.034165143966674805,2.5763633251190186,2.4459404945373535,1.0,1.0,1.0,1.0
1,5,4,train,6180__vs__1719,on_the_fly,6180,1719,0.6451038945716954,-1.927669991644947,2.572773886216642,-0.006759047508239746,0.0198822021484375,1.5597760677337646,1.2007925510406494,0.0,1.0,1.0,1.0
1,6,5,train,5181__vs__4772,on_the_fly,5181,4772,-0.5140843775766865,-2.6575399956136656,2.1434556180369793,-0.03205132484436035,-0.02496814727783203,-1.9218621253967285,-1.7533302307128906,0.0,0.0,0.0,0.0
1,6,5,train,4105__vs__5181,on_the_fly,4105,5181,1.0123984650590514,-0.5140843775766865,1.5264828426357377,-0.013408422470092773,-0.008600711822509766,-0.23436951637268066,-0.2071835994720459,0.0,0.0,0.0,0.0
1,6,5,train,4725__vs__7575,on_the_fly,4725,7575,-0.849158893070101,-1.8586549383532087,1.0094960452831079,-0.025870084762573242,-0.007782697677612305,-0.136857271194458,-0.11733484268188477,0.0,0.0,0.0,0.0
1,6,5,train,4477__vs__8541,on_the_fly,4477,8541,-1.3635010364507216,-3.088985091021489,1.7254840545707675,0.0027971267700195312,-0.009508013725280762,-0.9514191150665283,-1.017944574356079,1.0,0.0,0.0,0.0
1,6,5,train,random_pos_2__vs__random_real_neg_2,random_real_negative,random_pos_2,random_real_neg_2,1.03180998016381,0.0,1.03180998016381,-0.026467561721801758,-0.028903961181640625,-1.5042870044708252,-1.692540168762207,0.0,0.0,0.0,0.0
1,6,5,train,4105__vs__7463,on_the_fly,4105,7463,1.0123984650590514,-4.008281490678195,5.020679955737247,0.004108428955078125,0.005538225173950195,0.4754495620727539,0.40941333770751953,1.0,1.0,1.0,1.0
1,6,5,train,2673__vs__6552,on_the_fly,2673,6552,-0.6096746260304065,-2.742718454315874,2.1330438282854676,0.02062225341796875,0.012213468551635742,-0.3068397045135498,0.019221067428588867,1.0,1.0,0.0,1.0
1,6,5,train,random_pos_0__vs__random_real_neg_0,random_real_negative,random_pos_0,random_real_neg_0,0.8490899576748528,0.0,0.8490899576748528,0.030462265014648438,0.03694891929626465,1.2487423419952393,1.4572582244873047,1.0,1.0,1.0,1.0
1,6,5,train,4477__vs__4772,on_the_fly,4477,4772,-1.3635010364507216,-2.6575399956136656,1.294038959162944,-0.048262953758239746,-0.026798129081726074,-1.8413472175598145,-1.9185714721679688,0.0,0.0,0.0,0.0
1,6,5,train,3415__vs__8541,on_the_fly,3415,8541,-1.0611363934009772,-3.088985091021489,2.027848697620512,-0.007080554962158203,-0.002048492431640625,-0.38608789443969727,-0.4482381343841553,0.0,0.0,0.0,0.0
1,6,5,train,7004__vs__6552,on_the_fly,7004,6552,-0.7582809841498824,-2.742718454315874,1.9844374701659913,0.013570785522460938,0.0021088123321533203,-0.42028188705444336,-0.5830123424530029,1.0,1.0,0.0,0.0
1,6,5,train,7004__vs__8541,on_the_fly,7004,8541,-0.7582809841498824,-3.088985091021489,2.3307041068716066,-0.01248633861541748,-0.008894920349121094,-0.8005192279815674,-0.7432682514190674,0.0,0.0,0.0,0.0
1,6,5,train,2990__vs__4772,on_the_fly,2990,4772,-0.3051922759244724,-2.6575399956136656,2.352347719689193,0.008314013481140137,-0.017280936241149902,-1.3562172651290894,-1.6245125532150269,1.0,0.0,0.0,0.0
1,6,5,train,random_pos_1__vs__random_real_neg_1,random_real_negative,random_pos_1,random_real_neg_1,0.9105261607967416,0.0,0.9105261607967416,-0.03325831890106201,-0.034087419509887695,-1.6038236618041992,-1.9425709247589111,0.0,0.0,0.0,0.0
1,6,5,train,7575__vs__8541,on_the_fly,7575,8541,-1.8586549383532087,-3.088985091021489,1.2303301526682804,-0.04594731330871582,-0.007206082344055176,-0.9848852157592773,-0.9723289012908936,0.0,0.0,0.0,0.0
1,7,6,train,random_pos_1__vs__random_real_neg_1,random_real_negative,random_pos_1,random_real_neg_1,0.694907220556356,0.0,0.694907220556356,0.0045996904373168945,0.02189815044403076,1.1091184616088867,1.2767279148101807,1.0,1.0,1.0,1.0
1,7,6,train,6308__vs__1931,on_the_fly,6308,1931,-0.4734517743906116,-1.789657532882852,1.3162057584922402,0.028037071228027344,0.00014722347259521484,-0.666304349899292,-0.6227469444274902,1.0,1.0,0.0,0.0
1,7,6,train,random_pos_0__vs__random_real_neg_0,random_real_negative,random_pos_0,random_real_neg_0,0.6800418216391699,0.0,0.6800418216391699,-0.033141493797302246,-0.02749764919281006,-1.5674033164978027,-1.5805976390838623,0.0,0.0,0.0,0.0
1,7,6,train,24__vs__4681,on_the_fly,24,4681,-0.3614174431018323,-2.047386978219271,1.6859695351174384,0.03148508071899414,0.01699662208557129,1.7036645412445068,1.5540802478790283,1.0,1.0,1.0,1.0
1,7,6,train,8302__vs__831,on_the_fly,8302,831,-0.2101531983097785,-2.457780933436672,2.2476277351268936,0.0038712024688720703,0.0033974647521972656,0.6225767135620117,0.24943923950195312,1.0,1.0,1.0,1.0
1,7,6,train,24__vs__2497,on_the_fly,24,2497,-0.3614174431018323,-2.022459856300301,1.6610424131984685,0.021468520164489746,0.017023444175720215,1.6126428842544556,1.7131297588348389,1.0,1.0,1.0,1.0
1,7,6,train,24__vs__4233,on_the_fly,24,4233,-0.3614174431018323,-2.153299495804601,1.7918820527027686,-0.0033423900604248047,0.016466498374938965,1.152592658996582,1.1931159496307373,0.0,1.0,1.0,1.0
1,7,6,train,random_pos_2__vs__random_real_neg_2,random_real_negative,random_pos_2,random_real_neg_2,1.0015407893304062,0.0,1.0015407893304062,-0.028934597969055176,0.0003523826599121094,0.3681356906890869,0.4080350399017334,0.0,1.0,1.0,1.0
1,7,6,train,2538__vs__4681,on_the_fly,2538,4681,-0.8710881296738093,-2.047386978219271,1.1762988485454615,-0.004856705665588379,0.0024335384368896484,-0.41028857231140137,-0.1875321865081787,0.0,1.0,0.0,0.0
1,7,6,train,8100__vs__4233,on_the_fly,8100,4233,-0.6822733718364331,-2.153299495804601,1.471026123968168,-0.017562508583068848,-0.014306187629699707,-0.2618694305419922,-0.35625553131103516,0.0,0.0,0.0,0.0
1,7,6,train,2538__vs__2750,on_the_fly,2538,2750,-0.8710881296738093,-2.147648442694227,1.2765603130204175,-0.056786298751831055,-0.00909721851348877,-1.2964770793914795,-1.0151152610778809,0.0,0.0,0.0,0.0
1,7,6,train,3458__vs__2497,on_the_fly,3458,2497,-0.9730319867263686,-2.022459856300301,1.0494278695739323,0.022230982780456543,0.015011906623840332,1.5995582342147827,1.5852065086364746,1.0,1.0,1.0,1.0
1,7,6,train,24__vs__2501,on_the_fly,24,2501,-0.3614174431018323,-1.5431757872509713,1.1817583441491388,3.8743019104003906e-05,0.01739811897277832,1.0788722038269043,1.1139261722564697,1.0,1.0,1.0,1.0
1,7,6,train,8100__vs__4681,on_the_fly,8100,4681,-0.6822733718364331,-2.047386978219271,1.3651136063828377,-0.028312206268310547,-0.013776063919067383,-1.0761258602142334,-0.5516669750213623,0.0,0.0,0.0,0.0
1,7,6,train,24__vs__2471,on_the_fly,24,2471,-0.3614174431018323,-1.6244117698486051,1.2629943267467727,-0.009144306182861328,0.011105775833129883,0.7227544784545898,1.0666956901550293,0.0,1.0,1.0,1.0
1,8,7,train,1714__vs__3748,on_the_fly,1714,3748,-0.1280216578026846,-2.395168937031201,2.2671472792285163,0.02906811237335205,0.005215287208557129,1.8198829889297485,1.4452930688858032,1.0,1.0,1.0,1.0
1,8,7,train,3251__vs__2210,on_the_fly,3251,2210,-0.6155429836185199,-1.675875408586746,1.0603324249682262,-0.02579975128173828,0.010671615600585938,0.8102543354034424,0.7108159065246582,0.0,1.0,1.0,1.0
1,8,7,train,random_pos_1__vs__random_real_neg_1,random_real_negative,random_pos_1,random_real_neg_1,1.5530663598809031,0.0,1.5530663598809031,-0.011361360549926758,-0.006464242935180664,-0.3183472156524658,-0.22896170616149902,0.0,0.0,0.0,0.0
1,8,7,train,8195__vs__3748,on_the_fly,8195,3748,-1.33054053342653,-2.395168937031201,1.0646284036046711,0.05436885356903076,0.02695786952972412,2.0761187076568604,2.1503171920776367,1.0,1.0,1.0,1.0
1,8,7,train,5660__vs__880,on_the_fly,5660,880,-1.0784076306024395,-3.837656264429525,2.7592486338270854,0.03176438808441162,0.03264296054840088,1.3449180126190186,1.7586708068847656,1.0,1.0,1.0,1.0
1,8,7,train,3251__vs__7552,on_the_fly,3251,7552,-0.6155429836185199,-2.619277953284074,2.003734969665554,0.04808402061462402,0.026573896408081055,2.727597713470459,2.881406784057617,1.0,1.0,1.0,1.0
1,8,7,train,2156__vs__7552,on_the_fly,2156,7552,-0.7349835778560042,-2.619277953284074,1.88429437542807,0.004162788391113281,0.005833625793457031,0.16980838775634766,0.3481614589691162,1.0,1.0,1.0,1.0
1,8,7,train,8164__vs__880,on_the_fly,8164,880,-1.3310811478582527,-3.837656264429525,2.5065751165712724,-0.007906556129455566,0.010800838470458984,0.0642244815826416,0.25150609016418457,0.0,1.0,1.0,1.0
1,8,7,train,random_pos_0__vs__random_real_neg_0,random_real_negative,random_pos_0,random_real_neg_0,0.7753009288721485,0.0,0.7753009288721485,2.562999725341797e-05,0.023617267608642578,1.8471122980117798,1.9049044847488403,1.0,1.0,1.0,1.0
1,8,7,train,random_pos_2__vs__random_real_neg_2,random_real_negative,random_pos_2,random_real_neg_2,1.031152195138304,0.0,1.031152195138304,0.004901289939880371,-0.0015953779220581055,0.005561113357543945,0.00286865234375,1.0,0.0,1.0,1.0
1,8,7,train,1714__vs__8195,on_the_fly,1714,8195,-0.1280216578026846,-1.33054053342653,1.2025188756238454,-0.006586194038391113,-0.021742582321166992,-1.1043200492858887,-1.3743146657943726,0.0,0.0,0.0,0.0
1,8,7,train,2074__vs__8195,on_the_fly,2074,8195,-0.1027343971952635,-1.33054053342653,1.2278061362312664,-0.002142786979675293,-0.02044832706451416,-1.7101494073867798,-1.8436027765274048,0.0,0.0,0.0,0.0
1,8,7,train,1714__vs__7940,on_the_fly,1714,7940,-0.1280216578026846,-3.2438242055285205,3.1158025477258358,-0.038956642150878906,-0.0020166635513305664,0.8877334594726562,0.6913163661956787,0.0,0.0,1.0,1.0
1,8,7,train,3251__vs__7940,on_the_fly,3251,7940,-0.6155429836185199,-3.2438242055285205,2.6282812219100005,0.04873490333557129,0.03310835361480713,3.3745803833007812,3.4050583839416504,1.0,1.0,1.0,1.0
1,8,7,train,5660__vs__7940,on_the_fly,5660,7940,-1.0784076306024395,-3.2438242055285205,2.165416574926081,0.014326095581054688,0.018770217895507812,1.710874080657959,1.8091402053833008,1.0,1.0,1.0,1.0
1,9,8,train,1529__vs__487,on_the_fly,1529,487,-0.402414807628206,-1.549192126038364,1.1467773184101582,-0.015589714050292969,0.0068738460540771484,0.4317941665649414,0.50203537940979,0.0,1.0,1.0,1.0
1,9,8,train,487__vs__3931,on_the_fly,487,3931,-1.549192126038364,-3.962301550675688,2.413109424637324,0.005149126052856445,0.01357424259185791,0.5059542655944824,0.48838186264038086,1.0,1.0,1.0,1.0
1,9,8,train,random_pos_0__vs__random_real_neg_0,random_real_negative,random_pos_0,random_real_neg_0,1.2629675478778362,0.0,1.2629675478778362,0.045525193214416504,0.010096549987792969,0.2222304344177246,0.13659334182739258,1.0,1.0,1.0,1.0
1,9,8,train,7873__vs__7355,on_the_fly,7873,7355,-0.0694638906893725,-1.447845997791279,1.3783821071019065,0.013020157814025879,0.011478900909423828,0.7962055206298828,0.5701558589935303,1.0,1.0,1.0,1.0
1,9,8,train,3888__vs__2998,on_the_fly,3888,2998,-0.4331032541112666,-1.517914337987586,1.0848110838763194,0.021460652351379395,0.028817057609558105,2.3075506687164307,2.517765998840332,1.0,1.0,1.0,1.0
1,9,8,train,7873__vs__8239,on_the_fly,7873,8239,-0.0694638906893725,-2.5104449741383057,2.4409810834489334,0.01680612564086914,0.012648701667785645,0.8654308319091797,0.8813328742980957,1.0,1.0,1.0,1.0
1,9,8,train,random_pos_1__vs__random_real_neg_1,random_real_negative,random_pos_1,random_real_neg_1,0.7916716179812247,0.0,0.7916716179812247,0.006569027900695801,-0.014358758926391602,-0.5463995933532715,-0.6979420185089111,1.0,0.0,0.0,0.0
1,9,8,train,2216__vs__2998,on_the_fly,2216,2998,0.0910592030461253,-1.517914337987586,1.6089735410337112,0.04565870761871338,0.020844697952270508,1.436372995376587,1.3554162979125977,1.0,1.0,1.0,1.0
1,9,8,train,random_pos_2__vs__random_real_neg_2,random_real_negative,random_pos_2,random_real_neg_2,0.8689234331526129,0.0,0.8689234331526129,0.0629887580871582,0.0366206169128418,3.0838680267333984,2.9952287673950195,1.0,1.0,1.0,1.0
1,9,8,train,1023__vs__3931,on_the_fly,1023,3931,-2.92918236411447,-3.962301550675688,1.0331191865612177,0.04165172576904297,0.005700349807739258,0.7327845096588135,1.0084471702575684,1.0,1.0,1.0,1.0
1,9,8,train,3888__vs__7355,on_the_fly,3888,7355,-0.4331032541112666,-1.447845997791279,1.0147427436800123,0.024462342262268066,0.03265726566314697,2.1170458793640137,2.336045503616333,1.0,1.0,1.0,1.0
1,9,8,train,7355__vs__8239,on_the_fly,7355,8239,-1.447845997791279,-2.5104449741383057,1.0625989763470267,-0.02059614658355713,0.0011698007583618164,0.2893788814544678,0.1354367733001709,0.0,1.0,1.0,1.0
1,9,8,train,7873__vs__2998,on_the_fly,7873,2998,-0.0694638906893725,-1.517914337987586,1.4484504472982134,-0.01684439182281494,0.007638692855834961,0.35987424850463867,0.32260894775390625,0.0,1.0,1.0,1.0
1,9,8,train,1529__vs__2998,on_the_fly,1529,2998,-0.402414807628206,-1.517914337987586,1.11549953035938,0.04996228218078613,0.028879404067993164,1.3160512447357178,1.7496899366378784,1.0,1.0,1.0,1.0
1,9,8,train,7018__vs__1023,on_the_fly,7018,1023,-0.0525060404253399,-2.92918236411447,2.8766763236891304,0.0003211498260498047,-0.008387207984924316,-0.9686861038208008,-1.3018889427185059,1.0,0.0,0.0,0.0
